player__id,player__name,player__firstname,player__lastname,player__age,player__nationality,player__height,player__weight,player__injured,player__photo,player__birth__date,player__birth__place,player__birth__country,_dlt_load_id,_dlt_id
202844,N. Weißhaupt,Noah Raphael,Weißhaupt,24,Germany,181,72,false,https://media.api-sports.io/football/players/202844.png,2001-09-20,Rostock,Germany,1786478420.5522623,nJ/yx7XDc2fobA
280091,T. Oermann,Tim,Oermann,22,Germany,187,76,false,https://media.api-sports.io/football/players/280091.png,2003-10-06,Bochum,Germany,1786478420.5522623,7iidbL62xpiGPA
280339,A. Sieb,Armindo,Sieb,22,Germany,175,75,false,https://media.api-sports.io/football/players/280339.png,2003-02-17,Halle,Germany,1786478420.5522623,Wp/FS+8ab5MT/g
324957,T. Rothe,Tom Alexander,Rothe,21,Germany,193,85,false,https://media.api-sports.io/football/players/324957.png,2004-10-29,Rendsburg,Germany,1786478420.5522623,OLKWDdGY7IrzrA
511930,S. Rapsch,Simeon,Rapsch,17,Germany,190 cm,,false,https://media.api-sports.io/football/players/511930.png,2008-02-09,,Germany,1786478420.5522623,foyrJj5m1Rswlg
91300,G. Galeotafiore,Gioacchino,Galeotafiore,22,Italy,,,false,https://media.api-sports.io/football/players/91300.png,2000-02-15,,Italy,1786478440.2310262,DLCcKH1EmR1NSA
194670,E. Toçi,Eljon,Toçi,22,Albania,,,false,https://media.api-sports.io/football/players/194670.png,2003-01-09,,Albania,1786478440.2310262,gqm5Yqz/xwfI4A
289515,B. Bartha,Botond,Bartha,22,Hungary,,,false,https://media.api-sports.io/football/players/289515.png,2003-02-13,,Hungary,1786478440.2310262,lzxQ9MbvKr4YRg
297579,C. Traorè,Chaka,Traorè,21,Côte d'Ivoire,175 cm,68 kg,false,https://media.api-sports.io/football/players/297579.png,2004-12-23,Abengourou,Côte d'Ivoire,1786478440.2310262,sakRX0XGdhrOOQ
335060,K. Mercier,Kévin,Mercier,19,France,,,false,https://media.api-sports.io/football/players/335060.png,2004-02-28,,France,1786478440.2310262,G9IF2SZPk69Y0g
336562,D. Weidmann,Daouda,Weidmann,22,France,180,75,false,https://media.api-sports.io/football/players/336562.png,2003-05-04,Paris,France,1786478440.2310262,xh6GRTlHwRiYUA
336689,Y. El Hilali,Youns Gabriele,El Hilali,21,Italy,,,false,https://media.api-sports.io/football/players/336689.png,2003-06-08,Milan,Italy,1786478440.2310262,plzTGY2y6yNbjA
341821,J. Boli,Jordan,Boli,23,France,,,false,https://media.api-sports.io/football/players/341821.png,2002-06-06,,France,1786478440.2310262,j/V4/aFrtZYKhw
341918,E. Hasić,Emin,Hasić,22,Sweden,191,,false,https://media.api-sports.io/football/players/341918.png,2003-02-08,,Sweden,1786478440.2310262,YZKGlJip9xhzFQ
341924,B. Barba,Benedetto,Barba,22,Italy,,,false,https://media.api-sports.io/football/players/341924.png,2003-01-27,,Italy,1786478440.2310262,C/RP2ITVoXSNkw
342060,A. Milan,Alberto,Milan,20,Italy,,,false,https://media.api-sports.io/football/players/342060.png,2003-04-04,,Italy,1786478440.2310262,sKhMuOvxQFAk2g
342061,A. Anton,Andrei,Anton,22,Italy,,,false,https://media.api-sports.io/football/players/342061.png,2003-08-23,,Italy,1786478440.2310262,pXJXTuoHmgweBw
342064,Mattia Florio,Mattia,Florio,22,Italy,,,false,https://media.api-sports.io/football/players/342064.png,2003-09-05,,Italy,1786478440.2310262,+3mWgxwwPhU23g
342222,M. Ivković,Mate,Ivković,19,Croatia,,,false,https://media.api-sports.io/football/players/342222.png,2006-01-04,Split,Croatia,1786478440.2310262,m8F6pf/pF285eg
344336,Davide Franzini,Davide,Franzini,19,Italy,,,false,https://media.api-sports.io/football/players/344336.png,2005-02-08,Thiene,Italy,1786478440.2310262,6QfC+iSdw35LXA
345475,J. Antollini,Jacopo,Antollini,21,Italy,,,false,https://media.api-sports.io/football/players/345475.png,2004-01-10,Caldiero,Italy,1786478440.2310262,NQtxSFnqF8ml9Q
354531,C. Cassano,Claudio,Cassano,22,Italy,172 cm,59 kg,false,https://media.api-sports.io/football/players/354531.png,2003-07-22,Trani,Italy,1786478440.2310262,+YrJAoeSEt6BvA
362756,Elia Boseggia,Elia,Boseggia,21,Italy,,,false,https://media.api-sports.io/football/players/362756.png,2004-02-06,,Italy,1786478440.2310262,Azx8orHxi3GiCw
374359,D. Bartesaghi,Davide,Bartesaghi,20,Italy,193,86,false,https://media.api-sports.io/football/players/374359.png,2005-12-29,Erba,Italy,1786478440.2310262,sJ5nzoXVLHxPMA
394436,S. Kassama,Sheriff,Kassama,21,Italy,186,,false,https://media.api-sports.io/football/players/394436.png,2004-09-16,,Italy,1786478440.2310262,cOlwPrmXAliODg
162522,J. Da Riva,Jacopo,Da Riva,25,Italy,187 cm,81 kg,false,https://media.api-sports.io/football/players/162522.png,2000-10-27,,Italy,1786478440.2310262,B4KEYMRyW9FmHw
199707,J. Ryan,John,Ryan,21,Republic of Ireland,,,false,https://media.api-sports.io/football/players/199707.png,2004-01-21,Limerick,Republic of Ireland,1786478440.2310262,PLjk4A1qwr7dMA
295770,M. Carnelos,Matteo,Carnelos,22,Italy,,,false,https://media.api-sports.io/football/players/295770.png,2003-02-22,,Italy,1786478440.2310262,e7gPHwiagN3pLQ
308673,Andrea Sergio Mazza,Andrea Sergio,Mazza,21,Italy,190 cm,76 kg,false,https://media.api-sports.io/football/players/308673.png,2004-01-01,,Italy,1786478440.2310262,6mfwk/elJ5YZMw
325142,V. Boffelli,Valerio,Boffelli,21,Italy,182 cm,,false,https://media.api-sports.io/football/players/325142.png,2004-09-04,,Italy,1786478440.2310262,ApwBsvo0glfLHg
328711,Leo Dos Reis,Leonardo,Dos Reis Muñiz,22,Spain,,,false,https://media.api-sports.io/football/players/328711.png,2003-01-23,Barcelona,Spain,1786478440.2310262,WuNoh2nkVNKsqw
330720,Alberto Dima,Alberto,Dima,20,Italy,,,false,https://media.api-sports.io/football/players/330720.png,2004-01-22,,Italy,1786478440.2310262,xDYFy+Mja8TuTw
336605,C. Foglio,Christian,Foglio,20,Italy,,,false,https://media.api-sports.io/football/players/336605.png,2004-01-09,,Italy,1786478440.2310262,9V/2onetcwzyxg
336610,A. Gala,Antonio,Gala,21,Italy,,,false,https://media.api-sports.io/football/players/336610.png,2004-06-07,Napoli,Italy,1786478440.2310262,e3wrWSgwxEu+aw
336687,A. Coubiș,Andrei,Coubiș,22,Romania,189,,false,https://media.api-sports.io/football/players/336687.png,2003-09-29,,Italy,1786478440.2310262,Ch1FYfThH2tVIA
346866,S. Mbangula,Samuel-Germain,Kinduelu Mbangula Tshifunda,21,Belgium,171,64,false,https://media.api-sports.io/football/players/346866.png,2004-01-16,Bruxelles,Belgium,1786478440.2310262,ioL1NFTLuE5czQ
350609,L. Codutti,Lorenzo,Codutti,22,Italy,183 cm,72 kg,false,https://media.api-sports.io/football/players/350609.png,2003-06-27,,Italy,1786478440.2310262,AZRSaSUcv3mS1w
352228,Angelo Guida,Angelo,Guida,22,Italy,,,false,https://media.api-sports.io/football/players/352228.png,2002-08-24,Caserta,Italy,1786478440.2310262,skx0/0N3+Olx+g
364512,Federico Agazzi,Federico,Agazzi,21,Italy,,,false,https://media.api-sports.io/football/players/364512.png,2004-04-18,,Italy,1786478440.2310262,6EgnWNq6KPrtbg
371910,J. Šimić,Jan-Carlo,Šimić,20,Serbia,186,79,false,https://media.api-sports.io/football/players/371910.png,2005-05-02,Nürtingen,Germany,1786478440.2310262,iqkMvo62Q5KVpg
383000,I. Kamate,Issiaka,Kamate,21,France,186 cm,78 kg,false,https://media.api-sports.io/football/players/383000.png,2004-08-02,Aulnay-sous-Bois,France,1786478440.2310262,LsUvk0T76Gx4qQ
384423,A. Bakoune,Adam,Bakoune,19,Italy,,,false,https://media.api-sports.io/football/players/384423.png,2006-02-06,,Italy,1786478440.2310262,enn/tIpv2wC8NQ
392377,F. Mangiameli,Federico,Mangiameli,20,Italy,,,false,https://media.api-sports.io/football/players/392377.png,2005-03-28,Milano,Italy,1786478440.2310262,44cFwZjQrQ4EDg
393946,B. Maliszewski,Bartłomiej,Maliszewski,19,Poland,,,false,https://media.api-sports.io/football/players/393946.png,2004-02-12,,Poland,1786478440.2310262,hM7gy8wOgY6zVQ
272,A. Rabiot,Adrien Thibault Marie,Rabiot-Provost,30,France,188,72,false,https://media.api-sports.io/football/players/272.png,1995-04-03,Saint-Maurice,France,1786478440.2310262,jpeSVYEB1lXgLw
484,A. Miranchuk,Aleksey,Miranchuk,30,Russia,182,74,false,https://media.api-sports.io/football/players/484.png,1995-10-17,Slavyansk-na-Kubani,Russia,1786478440.2310262,ar/DHRT6XRWtzg
777,A. Ćorić,Ante,Ćorić,28,Croatia,172 cm,68 kg,false,https://media.api-sports.io/football/players/777.png,1997-04-14,Zagreb,Croatia,1786478440.2310262,G3+RUPbjIKeOYQ
1748,L. Coulibaly,Lassana,Coulibaly,29,Mali,183,77,false,https://media.api-sports.io/football/players/1748.png,1996-04-10,Bamako,Mali,1786478440.2310262,eeTtGLLM/FafdQ
30755,E. Vignato,Emanuel,Vignato,25,Italy,175,70,false,https://media.api-sports.io/football/players/30755.png,2000-08-24,Negrar,Italy,1786478440.2310262,ARPMRI7r1WN4ig
30845,E. Gyasi,Emanuel Quartsin,Gyasi,31,Ghana,181,70,false,https://media.api-sports.io/football/players/30845.png,1994-01-11,Palermo,Italy,1786478440.2310262,szlknr0B3ur7Bw
31084,P. Ghiglione,Paolo,Ghiglione,28,Italy,187,80,false,https://media.api-sports.io/football/players/31084.png,1997-02-02,Voghera,Italy,1786478440.2310262,oh0Jx29RJ3Xqsg
31318,M&apos;Bala Nzola,M'Bala,Nzola,29,Angola,185,91,false,https://media.api-sports.io/football/players/31318.png,1996-08-18,Buco-Zau,Angola,1786478440.2310262,g9Y+ItfLnp/v9Q
31678,J. Akpa Akpro,Jean-Daniel Dave,Lewis Akpa Akpro,33,Côte d'Ivoire,180,70,false,https://media.api-sports.io/football/players/31678.png,1992-10-11,Toulouse,France,1786478440.2310262,/KQXjxuV9oXj4g
31730,L. Venuti,Lorenzo,Venuti,30,Italy,180,76,false,https://media.api-sports.io/football/players/31730.png,1995-04-12,Montevarchi,Italy,1786478440.2310262,91mKsolS6UtINA
36987,S. Lammers,Sam Adrianus Martinus,Lammers,28,Netherlands,189,77,false,https://media.api-sports.io/football/players/36987.png,1997-04-30,Tilburg,Netherlands,1786478440.2310262,wwZHv1t1HbkMXw
136087,F. Parisi,Fabiano,Parisi,25,Italy,178,70,false,https://media.api-sports.io/football/players/136087.png,2000-11-09,Solofra,Italy,1786478440.2310262,DGJbPOZgMPztng
193870,J. Antiste,Janis,Antiste,23,France,183,75,false,https://media.api-sports.io/football/players/193870.png,2002-08-18,Toulouse,France,1786478440.2310262,d7t4lPLjAcMfBA
263481,L. Colombo,Lorenzo,Colombo,23,Italy,186,74,false,https://media.api-sports.io/football/players/263481.png,2002-03-08,Vimercate,Italy,1786478440.2310262,we6/dbw8RSM4bg
340700,J. Fazzini,Jacopo,Fazzini,22,Italy,178,62,false,https://media.api-sports.io/football/players/340700.png,2003-03-16,Massa,Italy,1786478440.2310262,6M7ogdjuEJSu2A
342038,F. Afena-Gyan,Felix Ohene,Afena-Gyan,22,Ghana,175,62,false,https://media.api-sports.io/football/players/342038.png,2003-01-19,,Ghana,1786478440.2310262,yb37eVmlghzL5A
342653,F. Missori,Filippo,Missori,21,Italy,182,,false,https://media.api-sports.io/football/players/342653.png,2004-03-24,Roma,Italy,1786478440.2310262,OAAJh4z6tHezzQ
188,S. Handanovič,Samir,Handanovič,39,Slovenia,193 cm,92 kg,false,https://media.api-sports.io/football/players/188.png,1984-07-14,Ljubljana,Slovenia,1786478459.9086185,x3gYFc4tlbK5rw
214,F. Colidio,Facundo,Colidio,25,Argentina,182,68,false,https://media.api-sports.io/football/players/214.png,2000-01-04,Rafaela,Argentina,1786478459.9086185,bqdYxTS3OkRt2Q
526,A. Onana,André,Onana Onana,29,Cameroon,190,93,false,https://media.api-sports.io/football/players/526.png,1996-04-02,Nkol Ngok,Cameroon,1786478459.9086185,wr5a2vDMIrBzIg
1831,A. Rebić,Ante,Rebić,32,Croatia,185,78,false,https://media.api-sports.io/football/players/1831.png,1993-09-21,Split,Croatia,1786478459.9086185,dVC7TJr7ZYt3kQ
2897,Kim Min-Jae,Min-Jae,Kim,29,Korea Republic,190,88,false,https://media.api-sports.io/football/players/2897.png,1996-11-15,Tongyeong,Korea Republic,1786478459.9086185,rxIo+OtireWEjQ
30786,S. Sturaro,Stefano,Sturaro,32,Italy,181 cm,80 kg,false,https://media.api-sports.io/football/players/30786.png,1993-03-09,Sanremo,Italy,1786478459.9086185,mqXBR3U/gjP5DA
30974,A. Cordaz,Alex,Cordaz,40,Italy,188 cm,83 kg,false,https://media.api-sports.io/football/players/30974.png,1983-01-01,Vittorio Veneto,Italy,1786478459.9086185,AszrGeTSX2Jn5Q
30996,M. Rohdén,Marcus Christer,Rohdén,34,Sweden,182,76,false,https://media.api-sports.io/football/players/30996.png,1991-05-11,Värnamo,Sweden,1786478459.9086185,NO2zWromsviyDA
31081,F. Cassata,Francesco D'Assisi,Cassata,28,Italy,183,76,false,https://media.api-sports.io/football/players/31081.png,1997-07-16,Sarzana,Italy,1786478459.9086185,7xdoVDkJWPJ9KA
31531,L. Candellone,Leonardo,Candellone,28,Italy,186,70,false,https://media.api-sports.io/football/players/31531.png,1997-09-15,Torino,Italy,1786478459.9086185,GgSmwDCIYHf5vg
112396,A. Satariano,Alexander,Satariano,24,Malta,184,,false,https://media.api-sports.io/football/players/112396.png,2001-10-25,,Malta,1786478459.9086185,JCUofcLn70369g
135863,G. Ciocci,Giuseppe,Ciocci,23,Italy,193,90,false,https://media.api-sports.io/football/players/135863.png,2002-01-24,Cagliari,Italy,1786478459.9086185,nNwYJVDoaa9e1A
135965,D. Males,Darian,Males,24,Switzerland,188,76,false,https://media.api-sports.io/football/players/135965.png,2001-05-03,Luzern,Switzerland,1786478459.9086185,ooTSWPTvouElnw
264479,G. Manzari,Giacomo,Manzari,25,Italy,178,72,false,https://media.api-sports.io/football/players/264479.png,2000-09-21,Bari,Italy,1786478459.9086185,DyD3G+rYNA2dWA
279760,G. Agostino,Giuseppe,Agostino,22,Italy,,,false,https://media.api-sports.io/football/players/279760.png,2002-12-21,,Italy,1786478459.9086185,yoM6rdeWaNqjGA
291780,D. Boloca,Daniel,Boloca,27,Romania,188,80,false,https://media.api-sports.io/football/players/291780.png,1998-12-22,Chieri,Italy,1786478459.9086185,IFN180yrp+Lu0A
315026,Y. Kallon,Yayah,Kallon,24,Sierra Leone,175 cm,70 kg,false,https://media.api-sports.io/football/players/315026.png,2001-06-30,Koidu-Sefadu,Sierra Leone,1786478459.9086185,nNg59Kjb5otY2w
329550,N. Cavuoti,Nicolò,Cavuoti,22,Italy,177,,false,https://media.api-sports.io/football/players/329550.png,2003-04-04,,Italy,1786478459.9086185,IfAhdJqpdSv8VQ
342050,L. Palomba,Luigi,Palomba,22,Italy,,,false,https://media.api-sports.io/football/players/342050.png,2003-04-17,,Italy,1786478459.9086185,r2lrRMpUd6iCsQ
351324,E. Lolic,Eldin,Lolic,21,Bosnia and Herzegovina,,,false,https://media.api-sports.io/football/players/351324.png,2004-05-15,Lyon,Bosnia and Herzegovina,1786478459.9086185,CW22CU5yfeBBMw
349,A. Terzić,Aleksa,Terzić,26,Serbia,184,75,false,https://media.api-sports.io/football/players/349.png,1999-08-17,Belgrade,Serbia,1786478459.9086185,Oodq771greJNrQ
2738,C. Gytkjær,Christian,Lund Gytkjær,35,Denmark,185,77,false,https://media.api-sports.io/football/players/2738.png,1990-05-06,Roskilde,Denmark,1786478459.9086185,fomMWq3ejl6JhA
22174,A. Tamèze,Adrien Fidele,Tamèze Aoutsa,31,France,180,78,false,https://media.api-sports.io/football/players/22174.png,1994-02-04,Lille,France,1786478459.9086185,nU89wkGpRLaLvw
30483,R. Soriano,Roberto,Soriano,34,Italy,182 cm,76 kg,false,https://media.api-sports.io/football/players/30483.png,1991-02-08,Darmstadt,Germany,1786478459.9086185,bElQeVQAeDisFg
30490,N. Sansone,Nicola,Domenico Sansone,34,Italy,175 cm,68 kg,false,https://media.api-sports.io/football/players/30490.png,1991-09-10,München,Germany,1786478459.9086185,IvuFjaV9xJLFoA
30495,S. Sirigu,Salvatore,Sirigu,38,Italy,192 cm,80 kg,false,https://media.api-sports.io/football/players/30495.png,1987-01-12,Nuoro,Italy,1786478459.9086185,3q7pdnCfpAn80A
30781,Miguel Veloso,Miguel Luís,Pinto Veloso,38,Portugal,180 cm,79 kg,false,https://media.api-sports.io/football/players/30781.png,1986-05-11,Coimbra,Portugal,1786478459.9086185,r5BDPzr7jDfcpQ
30934,L. Marrone,Luca,Marrone,35,Italy,186 cm,75 kg,false,https://media.api-sports.io/football/players/30934.png,1990-03-28,Torino,Italy,1786478459.9086185,mbMqpT1sDiOyPQ
30981,R. Marchizza,Riccardo,Marchizza,27,Italy,185,80,false,https://media.api-sports.io/football/players/30981.png,1998-03-26,Roma,Italy,1786478459.9086185,F3gxMvTubW6iZw
30989,A. Barberis,Andrea,Barberis,32,Italy,177 cm,72 kg,false,https://media.api-sports.io/football/players/30989.png,1993-12-11,Genoa,Italy,1786478459.9086185,CSLtFQfy/bWeTA
31123,S. Mazzocchi,Simone,Mazzocchi,27,Italy,180 cm,70 kg,false,https://media.api-sports.io/football/players/31123.png,1998-08-17,Milano,Italy,1786478459.9086185,9plt5f6rBHmWSw
31402,F. Ranocchia,Filippo,Ranocchia,24,Italy,178,,false,https://media.api-sports.io/football/players/31402.png,2001-05-14,Perugia,Italy,1786478459.9086185,GAXb7TDk9Bn39A
32028,G. Meli,Gabriel Manuel,Meli,26,Italy,188 cm,75 kg,false,https://media.api-sports.io/football/players/32028.png,1999-02-05,,Italy,1786478459.9086185,qqvbI4Ao9WvUcA
37437,A. Harroui,Abdoulrahmane,Harroui,27,Morocco,182,76,false,https://media.api-sports.io/football/players/37437.png,1998-01-13,Leiden,Netherlands,1786478459.9086185,19kSaV9A2u3Clw
50023,S. Ujkani,Samir,Ujkani,35,Kosovo,188 cm,78 kg,false,https://media.api-sports.io/football/players/50023.png,1988-07-05,Resnik,Kosovo,1786478459.9086185,GclCg4cJDy7L8w
56560,Y. Maleh,Youssef,Maleh,27,Morocco,179,70,false,https://media.api-sports.io/football/players/56560.png,1998-08-22,Castel San Pietro Terme,Italy,1786478459.9086185,AtAYi041somY2w
162733,R. Providence,Ruben Fritzner,Providence,24,France,178,66,false,https://media.api-sports.io/football/players/162733.png,2001-07-07,Lagny-sur-Marne,France,1786478459.9086185,ggrZHNshp1FBOg
336639,F. Zuccon,Federico,Zuccon,22,Italy,188,,false,https://media.api-sports.io/football/players/336639.png,2003-04-01,Genova,Italy,1786478459.9086185,X3wQEouLZa3H5w
236,M. Ihattaren,Mohamed  Amine,Ihattaren,23,Netherlands,183,77,false,https://media.api-sports.io/football/players/236.png,2002-02-12,Utrecht,Netherlands,1786478459.9086185,/Vw9sxTFS9UAFQ
829,Rodrigo Becão,Rodrigo,Nascimento França,30,Brazil,191,79,false,https://media.api-sports.io/football/players/829.png,1996-01-19,Salvador,Brazil,1786478459.9086185,OwG80hmOoLX76w
1719,M. Müldür,Mert,Müldür,26,Türkiye,184,74,false,https://media.api-sports.io/football/players/1719.png,1999-04-03,Wien,Austria,1786478459.9086185,XwtDnCrNp3BM+g
2771,O. Aina,Temitayo Olufisayo Olaoluwa,Aina,29,Nigeria,184,82,false,https://media.api-sports.io/football/players/2771.png,1996-10-08,London,England,1786478459.9086185,Hy3Drk+1p+fJJg
7600,Igor,Igor Júlio,dos Santos de Paulo,27,Brazil,185,85,false,https://media.api-sports.io/football/players/7600.png,1998-02-07,Bom Sucesso,Brazil,1786478459.9086185,DMUIuQui6s3udA
16103,M. Warming,Magnus,Warming,25,Denmark,188,72,false,https://media.api-sports.io/football/players/16103.png,2000-06-08,Nykøbing,Denmark,1786478459.9086185,AoYd28iM5at3Hg
18890,A. Barreca,Antonio,Barreca,30,Italy,183,70,false,https://media.api-sports.io/football/players/18890.png,1995-03-18,Torino,Italy,1786478459.9086185,AMcOjJBWAVfV3A
21103,A. Touré,Abdoulaye,Touré,31,France,188,84,false,https://media.api-sports.io/football/players/21103.png,1994-03-03,Nantes,France,1786478459.9086185,9cdV6n07x74/QQ
30513,B. Kone,Benjamin Lhassine,Kone,25,Côte d'Ivoire,172,75,false,https://media.api-sports.io/football/players/30513.png,2000-03-14,,Côte d'Ivoire,1786478459.9086185,Aof4jLfkioXnnw
30514,V. Millico,Vincenzo,Millico,25,Italy,173 cm,68 kg,false,https://media.api-sports.io/football/players/30514.png,2000-08-12,Turin,Italy,1786478459.9086185,Rwxf6BIfu06GKQ
30531,J. Boga,Jérémie,Boga,28,Côte d'Ivoire,172,68,false,https://media.api-sports.io/football/players/30531.png,1997-01-03,Marseille,France,1786478459.9086185,5uNWT1P4vOq3lQ
30624,F. Bandinelli,Filippo,Bandinelli,30,Italy,180,70,false,https://media.api-sports.io/football/players/30624.png,1995-03-29,Firenze,Italy,1786478459.9086185,ff/Iw14nH0EpAw
30637,R. Insigne,Roberto,Insigne,31,Italy,172,65,false,https://media.api-sports.io/football/players/30637.png,1994-05-11,Napoli,Italy,1786478459.9086185,Iz1wjDFGgfDJpQ
30733,A. Šemper,Adrian,Šemper,27,Croatia,194,89,false,https://media.api-sports.io/football/players/30733.png,1998-01-12,Zagreb,Croatia,1786478459.9086185,WsAVFVsWzITQUQ
30740,P. Jaroszyński,Paweł Kamil,Jaroszyński,31,Poland,184 cm,77 kg,false,https://media.api-sports.io/football/players/30740.png,1994-10-02,Lublin,Poland,1786478459.9086185,kwvH5gwP7kQs7A
30765,I. Radu,Ionuț Andrei,Radu,28,Romania,188,70,false,https://media.api-sports.io/football/players/30765.png,1997-05-28,București,Romania,1786478459.9086185,gKkmP70K+HtvhA
31136,S. Romagnoli,Simone,Romagnoli,35,Italy,193,85,false,https://media.api-sports.io/football/players/31136.png,1990-02-09,Cremona,Italy,1786478459.9086185,yiF6TcYEIVIJlw
51144,B. Reynolds,Bryan Keith,Reynolds Jr.,24,USA,185,77,false,https://media.api-sports.io/football/players/51144.png,2001-06-28,Fort Worth,USA,1786478459.9086185,oJeSKpIEtgTbcA
162010,S. Panada,Simone,Panada,23,Italy,,,false,https://media.api-sports.io/football/players/162010.png,2002-06-02,,Italy,1786478459.9086185,z4Fv8B3SagM1IQ
264476,I. Delpupo,Isaías Omar,Delpupo,22,Italy,176,69,false,https://media.api-sports.io/football/players/264476.png,2003-03-31,El Socorro,Argentina,1786478459.9086185,O1S/LtdBsOMDsA
105,F. Ballo-Touré,Fodé,Ballo-Touré,28,Senegal,182,70,false,https://media.api-sports.io/football/players/105.png,1997-01-03,Conflans-Sainte-Honorine,France,1786478479.6866138,o0GOlAfewvu0hw
305,D. Origi,Divock,Okoth Origi,30,Belgium,185 cm,75 kg,false,https://media.api-sports.io/football/players/305.png,1995-04-18,Oostende,Belgium,1786478479.6866138,zh+nRub1XS0ONg
319,S. Luperto,Sebastiano,Luperto,29,Italy,191,75,false,https://media.api-sports.io/football/players/319.png,1996-09-06,Lecce,Italy,1786478479.6866138,WjU/9CGl8PHnRA
1863,C. Immobile,Ciro,Immobile,35,Italy,185,78,false,https://media.api-sports.io/football/players/1863.png,1990-02-20,Torre Annunziata,Italy,1786478479.6866138,skd79d0OnJh8ZA
2475,R. Pereyra,Roberto Maximiliano,Pereyra,34,Argentina,182,77,false,https://media.api-sports.io/football/players/2475.png,1991-01-07,San Miguel de Tucumán,Argentina,1786478479.6866138,nNHZR8GfWE1GiQ
2495,D. Zapata,Duván Esteban,Zapata Banguero,34,Colombia,189,88,false,https://media.api-sports.io/football/players/2495.png,1991-04-01,Cali,Colombia,1786478479.6866138,3+AJFZ91sxsU8A
25387,Walace,Walace,Souza Silva,30,Brazil,188,75,false,https://media.api-sports.io/football/players/25387.png,1995-04-04,Salvador,Brazil,1786478479.6866138,VVgl7383CeZ7hA
30427,C. Okoli,Memeh Caleb,Okoli,24,Italy,191,91,false,https://media.api-sports.io/football/players/30427.png,2001-07-13,Vicenza,Italy,1786478479.6866138,wEWNZABn8HURNA
30438,N. Cambiaghi,Nicolò,Cambiaghi,25,Italy,173,66,false,https://media.api-sports.io/football/players/30438.png,2000-12-28,Monza,Italy,1786478479.6866138,TTTv59sRkobCAA
30635,M. Coda,Massimo,Coda,37,Italy,184,72,false,https://media.api-sports.io/football/players/30635.png,1988-11-10,Cava de' Tirreni,Italy,1786478479.6866138,gNKURHxgrO5dgw
31226,A. Buongiorno,Alessandro,Buongiorno,26,Italy,190,86,false,https://media.api-sports.io/football/players/31226.png,1999-06-06,Turin,Italy,1786478479.6866138,SPHlkLQ2YrocEw
31503,L. Mancuso,Leonardo,Mancuso,33,Italy,182,80,false,https://media.api-sports.io/football/players/31503.png,1992-05-26,Milano,Italy,1786478479.6866138,tUoInvtQeeQj1w
46988,Josep Martínez,Josep,Martínez Riera,27,Spain,191,78,false,https://media.api-sports.io/football/players/46988.png,1998-05-27,Alzira,Spain,1786478479.6866138,Ufg32tO5XjaSUQ
61808,M. Çetin,Yıldırım Mert,Çetin,28,Türkiye,189 cm,90 kg,false,https://media.api-sports.io/football/players/61808.png,1997-01-01,Ankara,Türkiye,1786478479.6866138,2w5pL+teSE7bIw
128498,C. Travaglini,Christian,Travaglini,25,Italy,184 cm,,false,https://media.api-sports.io/football/players/128498.png,2000-01-07,Milano,Italy,1786478479.6866138,fd96KxUGUGGm7Q
162570,G. Cittadini,Giorgio,Cittadini,23,Italy,193,72,false,https://media.api-sports.io/football/players/162570.png,2002-04-18,Gardone Val Trompia,Italy,1786478479.6866138,4OpdB59aIrnYTA
162907,A. Zanoli,Alessandro,Zanoli,25,Italy,188,74,false,https://media.api-sports.io/football/players/162907.png,2000-10-03,Carpi,Italy,1786478479.6866138,H9RGY+8o95EelQ
196843,C. Dalle Mura,Christian,Dalle Mura,23,Italy,185 cm,70 kg,false,https://media.api-sports.io/football/players/196843.png,2002-02-02,Pietrasanta,Italy,1786478479.6866138,6ln6jsv+Reo7VA
288777,M. Bertini,Marco,Bertini,23,Italy,185 cm,,false,https://media.api-sports.io/football/players/288777.png,2002-08-07,,Italy,1786478479.6866138,yJZ7ih8P6GsfKw
402326,M. Tremolada,Marco Andrea,Tremolada,21,Italy,187 cm,,false,https://media.api-sports.io/football/players/402326.png,2004-03-02,,Italy,1786478479.6866138,M1PtGf1TnnV1ZQ
877,M. Kean,Moise Bioty,Kean,25,Italy,183,67,false,https://media.api-sports.io/football/players/877.png,2000-02-28,Vercelli,Italy,1786478479.6866138,+xS/+Z/avpR+Yw
2107,Z. Vanheusden,Zinho,Vanheusden,26,Belgium,187 cm,80 kg,false,https://media.api-sports.io/football/players/2107.png,1999-07-29,Hasselt,Belgium,1786478479.6866138,frf7qTj/bET6/A
10238,Carlos Augusto,Carlos Augusto,Zopolato Neves,26,Brazil,184,78,false,https://media.api-sports.io/football/players/10238.png,1999-01-07,Campinas,Brazil,1786478479.6866138,+eBe+4x0Ti/JRg
30440,R. Piccoli,Roberto,Piccoli,24,Italy,187,78,false,https://media.api-sports.io/football/players/30440.png,2001-01-27,Bergamo,Italy,1786478479.6866138,myFDmZcDofHx+w
30509,A. Belotti,Andrea,Belotti,32,Italy,181,72,false,https://media.api-sports.io/football/players/30509.png,1993-12-20,Calcinate,Italy,1786478479.6866138,lHQlQbWZ3Za0CQ
30815,K. Lasagna,Kevin,Lasagna,33,Italy,185,80,false,https://media.api-sports.io/football/players/30815.png,1992-08-10,Suzzara,Italy,1786478479.6866138,b+E2HbfwlO5V+A
